replicate,method,category,common_genes,category_genes,called,call_fraction
56,DESeq2,db,3997,104,41,0.3942307692307692
56,DESeq2,ee,3997,3202,7,0.0021861336664584633
56,DESeq2,ep,3997,377,0,0.0
57,DUET,de,3986,109,91,0.8348623853211009
57,DUET,dp,3986,105,61,0.580952380952381
57,DUET,dm,3986,102,61,0.5980392156862745
57,DUET,db,3986,105,13,0.12380952380952381
57,DUET,ee,3986,3191,0,0.0
57,DUET,ep,3986,374,0,0.0
57,MAST,de,3986,109,90,0.8256880733944955
57,MAST,dp,3986,105,61,0.580952380952381
57,MAST,dm,3986,102,61,0.5980392156862745
57,MAST,db,3986,105,13,0.12380952380952381
57,MAST,ee,3986,3191,0,0.0
57,MAST,ep,3986,374,0,0.0
57,wilcoxon,de,3986,109,89,0.8165137614678899
57,wilcoxon,dp,3986,105,64,0.6095238095238096
57,wilcoxon,dm,3986,102,66,0.6470588235294118
57,wilcoxon,db,3986,105,27,0.2571428571428571
57,wilcoxon,ee,3986,3191,13,0.00407395800689439
57,wilcoxon,ep,3986,374,0,0.0
57,diffxpy,de,3986,109,107,0.981651376146789
57,diffxpy,dp,3986,105,94,0.8952380952380953
57,diffxpy,dm,3986,102,91,0.8921568627450981
57,diffxpy,db,3986,105,66,0.6285714285714286
57,diffxpy,ee,3986,3191,5,0.0015669069257286117
57,diffxpy,ep,3986,374,2,0.0053475935828877
57,DESeq2,de,3986,109,108,0.9908256880733946
57,DESeq2,dp,3986,105,98,0.9333333333333333
57,DESeq2,dm,3986,102,97,0.9509803921568627
57,DESeq2,db,3986,105,76,0.7238095238095238
57,DESeq2,ee,3986,3191,22,0.006894390473205891
57,DESeq2,ep,3986,374,5,0.013368983957219251
58,DUET,de,3984,114,95,0.8333333333333334
58,DUET,dp,3984,105,58,0.5523809523809524
58,DUET,dm,3984,103,64,0.6213592233009708
58,DUET,db,3984,89,25,0.2808988764044944
58,DUET,ee,3984,3150,0,0.0
58,DUET,ep,3984,423,0,0.0
58,MAST,de,3984,114,95,0.8333333333333334
58,MAST,dp,3984,105,58,0.5523809523809524
58,MAST,dm,3984,103,64,0.6213592233009708
58,MAST,db,3984,89,25,0.2808988764044944
58,MAST,ee,3984,3150,0,0.0
58,MAST,ep,3984,423,0,0.0
58,wilcoxon,de,3984,114,95,0.8333333333333334
58,wilcoxon,dp,3984,105,61,0.580952380952381
58,wilcoxon,dm,3984,103,69,0.6699029126213593
58,wilcoxon,db,3984,89,28,0.3146067415730337
58,wilcoxon,ee,3984,3150,0,0.0
58,wilcoxon,ep,3984,423,0,0.0
58,diffxpy,de,3984,114,112,0.9824561403508771
58,diffxpy,dp,3984,105,91,0.8666666666666667
58,diffxpy,dm,3984,103,90,0.8737864077669902
58,diffxpy,db,3984,89,65,0.7303370786516854
58,diffxpy,ee,3984,3150,6,0.0019047619047619048
58,diffxpy,ep,3984,423,2,0.004728132387706856
58,DESeq2,de,3984,114,112,0.9824561403508771
58,DESeq2,dp,3984,105,101,0.9619047619047619
58,DESeq2,dm,3984,103,94,0.912621359223301
58,DESeq2,db,3984,89,63,0.7078651685393258
58,DESeq2,ee,3984,3150,20,0.006349206349206349
58,DESeq2,ep,3984,423,3,0.0070921985815602835
59,DUET,de,3996,96,89,0.9270833333333334
59,DUET,dp,3996,102,77,0.7549019607843137
59,DUET,dm,3996,105,81,0.7714285714285715
59,DUET,db,3996,84,37,0.44047619047619047
59,DUET,ee,3996,3183,0,0.0
59,DUET,ep,3996,426,0,0.0
59,MAST,de,3996,96,89,0.9270833333333334
59,MAST,dp,3996,102,77,0.7549019607843137
59,MAST,dm,3996,105,81,0.7714285714285715
59,MAST,db,3996,84,37,0.44047619047619047
59,MAST,ee,3996,3183,0,0.0
59,MAST,ep,3996,426,0,0.0
59,wilcoxon,de,3996,96,91,0.9479166666666666
59,wilcoxon,dp,3996,102,83,0.8137254901960784
59,wilcoxon,dm,3996,105,88,0.8380952380952381
59,wilcoxon,db,3996,84,42,0.5
59,wilcoxon,ee,3996,3183,0,0.0
59,wilcoxon,ep,3996,426,0,0.0
59,diffxpy,de,3996,96,95,0.9895833333333334
59,diffxpy,dp,3996,102,97,0.9509803921568627
59,diffxpy,dm,3996,105,102,0.9714285714285714
59,diffxpy,db,3996,84,74,0.8809523809523809
59,diffxpy,ee,3996,3183,89,0.027961043041156142
59,diffxpy,ep,3996,426,11,0.025821596244131457
59,DESeq2,de,3996,96,96,1.0
59,DESeq2,dp,3996,102,101,0.9901960784313726
59,DESeq2,dm,3996,105,101,0.9619047619047619
59,DESeq2,db,3996,84,42,0.5
59,DESeq2,ee,3996,3183,12,0.003770028275212064
59,DESeq2,ep,3996,426,1,0.002347417840375587
60,DUET,de,3974,100,83,0.83
60,DUET,dp,3974,100,66,0.66
60,DUET,dm,3974,113,71,0.6283185840707964
60,DUET,db,3974,104,25,0.2403846153846154
60,DUET,ee,3974,3147,0,0.0
60,DUET,ep,3974,410,0,0.0
60,MAST,de,3974,100,83,0.83
60,MAST,dp,3974,100,66,0.66
60,MAST,dm,3974,113,71,0.6283185840707964
60,MAST,db,3974,104,25,0.2403846153846154
60,MAST,ee,3974,3147,0,0.0
60,MAST,ep,3974,410,0,0.0
60,wilcoxon,de,3974,100,83,0.83
60,wilcoxon,dp,3974,100,71,0.71
60,wilcoxon,dm,3974,113,75,0.6637168141592921
60,wilcoxon,db,3974,104,25,0.2403846153846154
60,wilcoxon,ee,3974,3147,0,0.0
60,wilcoxon,ep,3974,410,0,0.0
60,diffxpy,de,3974,100,97,0.97
60,diffxpy,dp,3974,100,92,0.92
60,diffxpy,dm,3974,113,101,0.8938053097345132
60,diffxpy,db,3974,104,51,0.49038461538461536
60,diffxpy,ee,3974,3147,19,0.0060374960279631395
60,diffxpy,ep,3974,410,3,0.007317073170731708
60,DESeq2,de,3974,100,100,1.0
60,DESeq2,dp,3974,100,95,0.95
60,DESeq2,dm,3974,113,104,0.9203539823008849
60,DESeq2,db,3974,104,60,0.5769230769230769
60,DESeq2,ee,3974,3147,25,0.00794407372100413
60,DESeq2,ep,3974,410,2,0.004878048780487805
61,DUET,de,3982,93,79,0.8494623655913979
61,DUET,dp,3982,100,54,0.54
61,DUET,dm,3982,87,47,0.5402298850574713
61,DUET,db,3982,100,16,0.16
61,DUET,ee,3982,3204,0,0.0
61,DUET,ep,3982,398,0,0.0
61,MAST,de,3982,93,79,0.8494623655913979
61,MAST,dp,3982,100,54,0.54
61,MAST,dm,3982,87,47,0.5402298850574713
61,MAST,db,3982,100,16,0.16
61,MAST,ee,3982,3204,0,0.0
61,MAST,ep,3982,398,0,0.0
61,wilcoxon,de,3982,93,77,0.8279569892473119
61,wilcoxon,dp,3982,100,64,0.64
61,wilcoxon,dm,3982,87,49,0.5632183908045977
61,wilcoxon,db,3982,100,18,0.18
61,wilcoxon,ee,3982,3204,0,0.0
61,wilcoxon,ep,3982,398,0,0.0
61,diffxpy,de,3982,93,90,0.967741935483871
61,diffxpy,dp,3982,100,92,0.92
61,diffxpy,dm,3982,87,74,0.8505747126436781
61,diffxpy,db,3982,100,43,0.43
61,diffxpy,ee,3982,3204,11,0.003433208489388265
61,diffxpy,ep,3982,398,1,0.002512562814070352
61,DESeq2,de,3982,93,91,0.978494623655914
61,DESeq2,dp,3982,100,94,0.94
61,DESeq2,dm,3982,87,79,0.9080459770114943
61,DESeq2,db,3982,100,52,0.52
61,DESeq2,ee,3982,3204,25,0.007802746566791511
61,DESeq2,ep,3982,398,1,0.002512562814070352
62,DUET,de,3989,126,112,0.8888888888888888
62,DUET,dp,3989,109,60,0.5504587155963303
62,DUET,dm,3989,102,69,0.6764705882352942
62,DUET,db,3989,101,22,0.21782178217821782
62,DUET,ee,3989,3141,0,0.0
62,DUET,ep,3989,410,0,0.0
62,MAST,de,3989,126,112,0.8888888888888888
62,MAST,dp,3989,109,60,0.5504587155963303
62,MAST,dm,3989,102,69,0.6764705882352942
62,MAST,db,3989,101,22,0.21782178217821782
62,MAST,ee,3989,3141,0,0.0
62,MAST,ep,3989,410,0,0.0
62,wilcoxon,de,3989,126,110,0.873015873015873
62,wilcoxon,dp,3989,109,71,0.6513761467889908
62,wilcoxon,dm,3989,102,73,0.7156862745098039
62,wilcoxon,db,3989,101,26,0.25742574257425743
62,wilcoxon,ee,3989,3141,0,0.0
62,wilcoxon,ep,3989,410,0,0.0
62,diffxpy,de,3989,126,125,0.9920634920634921
62,diffxpy,dp,3989,109,90,0.8256880733944955
62,diffxpy,dm,3989,102,95,0.9313725490196079
62,diffxpy,db,3989,101,65,0.6435643564356436
62,diffxpy,ee,3989,3141,9,0.0028653295128939827
62,diffxpy,ep,3989,410,2,0.004878048780487805
62,DESeq2,de,3989,126,126,1.0
62,DESeq2,dp,3989,109,102,0.9357798165137615
62,DESeq2,dm,3989,102,98,0.9607843137254902
62,DESeq2,db,3989,101,66,0.6534653465346535
62,DESeq2,ee,3989,3141,21,0.0066857688634192934
62,DESeq2,ep,3989,410,0,0.0
63,DUET,de,3994,91,85,0.9340659340659341
63,DUET,dp,3994,113,77,0.6814159292035398
63,DUET,dm,3994,76,54,0.7105263157894737
63,DUET,db,3994,98,21,0.21428571428571427
63,DUET,ee,3994,3174,0,0.0
63,DUET,ep,3994,442,0,0.0
63,MAST,de,3994,91,85,0.9340659340659341
63,MAST,dp,3994,113,76,0.672566371681416
63,MAST,dm,3994,76,54,0.7105263157894737
63,MAST,db,3994,98,21,0.21428571428571427
63,MAST,ee,3994,3174,0,0.0
63,MAST,ep,3994,442,0,0.0
63,wilcoxon,de,3994,91,87,0.9560439560439561
63,wilcoxon,dp,3994,113,92,0.8141592920353983
63,wilcoxon,dm,3994,76,62,0.8157894736842105
63,wilcoxon,db,3994,98,40,0.40816326530612246
63,wilcoxon,ee,3994,3174,37,0.011657214870825458
63,wilcoxon,ep,3994,442,4,0.00904977375565611
63,diffxpy,de,3994,91,91,1.0
63,diffxpy,dp,3994,113,106,0.9380530973451328
63,diffxpy,dm,3994,76,72,0.9473684210526315
63,diffxpy,db,3994,98,83,0.8469387755102041
63,diffxpy,ee,3994,3174,9,0.002835538752362949
63,diffxpy,ep,3994,442,4,0.00904977375565611
63,DESeq2,de,3994,91,91,1.0
63,DESeq2,dp,3994,113,107,0.9469026548672567
63,DESeq2,dm,3994,76,73,0.9605263157894737
63,DESeq2,db,3994,98,71,0.7244897959183674
63,DESeq2,ee,3994,3174,2,0.000630119722747322
63,DESeq2,ep,3994,442,0,0.0
64,DUET,de,3964,100,82,0.82
64,DUET,dp,3964,88,52,0.5909090909090909
64,DUET,dm,3964,109,70,0.6422018348623854
64,DUET,db,3964,92,22,0.2391304347826087
64,DUET,ee,3964,3157,0,0.0
64,DUET,ep,3964,418,0,0.0
64,MAST,de,3964,100,82,0.82
64,MAST,dp,3964,88,52,0.5909090909090909
64,MAST,dm,3964,109,69,0.6330275229357798
64,MAST,db,3964,92,22,0.2391304347826087
64,MAST,ee,3964,3157,0,0.0
64,MAST,ep,3964,418,0,0.0
64,wilcoxon,de,3964,100,81,0.81
64,wilcoxon,dp,3964,88,58,0.6590909090909091
64,wilcoxon,dm,3964,109,76,0.6972477064220184
64,wilcoxon,db,3964,92,18,0.1956521739130435
64,wilcoxon,ee,3964,3157,0,0.0
64,wilcoxon,ep,3964,418,0,0.0
64,diffxpy,de,3964,100,99,0.99
64,diffxpy,dp,3964,88,73,0.8295454545454546
64,diffxpy,dm,3964,109,95,0.8715596330275229
64,diffxpy,db,3964,92,49,0.532608695652174
64,diffxpy,ee,3964,3157,10,0.0031675641431738993
64,diffxpy,ep,3964,418,1,0.0023923444976076554
64,DESeq2,de,3964,100,99,0.99
64,DESeq2,dp,3964,88,82,0.9318181818181818
64,DESeq2,dm,3964,109,102,0.9357798165137615
64,DESeq2,db,3964,92,66,0.717391304347826
64,DESeq2,ee,3964,3157,40,0.012670256572695597
64,DESeq2,ep,3964,418,0,0.0
65,DUET,de,3986,96,76,0.7916666666666666
65,DUET,dp,3986,87,52,0.5977011494252874
65,DUET,dm,3986,105,57,0.5428571428571428
65,DUET,db,3986,102,12,0.11764705882352941
65,DUET,ee,3986,3183,0,0.0
65,DUET,ep,3986,413,0,0.0
65,MAST,de,3986,96,76,0.7916666666666666
65,MAST,dp,3986,87,52,0.5977011494252874
65,MAST,dm,3986,105,57,0.5428571428571428
65,MAST,db,3986,102,12,0.11764705882352941
65,MAST,ee,3986,3183,0,0.0
65,MAST,ep,3986,413,0,0.0
65,wilcoxon,de,3986,96,78,0.8125
65,wilcoxon,dp,3986,87,62,0.7126436781609196
65,wilcoxon,dm,3986,105,64,0.6095238095238096
65,wilcoxon,db,3986,102,20,0.19607843137254902
65,wilcoxon,ee,3986,3183,0,0.0
65,wilcoxon,ep,3986,413,0,0.0
65,diffxpy,de,3986,96,93,0.96875
65,diffxpy,dp,3986,87,82,0.9425287356321839
65,diffxpy,dm,3986,105,91,0.8666666666666667
65,diffxpy,db,3986,102,68,0.6666666666666666
65,diffxpy,ee,3986,3183,10,0.0031416902293433867
65,diffxpy,ep,3986,413,6,0.014527845036319613
65,DESeq2,de,3986,96,95,0.9895833333333334
65,DESeq2,dp,3986,87,80,0.9195402298850575
65,DESeq2,dm,3986,105,102,0.9714285714285714
65,DESeq2,db,3986,102,59,0.5784313725490197
65,DESeq2,ee,3986,3183,29,0.009110901665095822
65,DESeq2,ep,3986,413,5,0.012106537530266344
66,DUET,de,3992,96,89,0.9270833333333334
66,DUET,dp,3992,90,69,0.7666666666666667
66,DUET,dm,3992,83,57,0.6867469879518072
66,DUET,db,3992,105,18,0.17142857142857143
66,DUET,ee,3992,3219,0,0.0
66,DUET,ep,3992,399,0,0.0
66,MAST,de,3992,96,89,0.9270833333333334
66,MAST,dp,3992,90,69,0.7666666666666667
66,MAST,dm,3992,83,57,0.6867469879518072
66,MAST,db,3992,105,18,0.17142857142857143
66,MAST,ee,3992,3219,0,0.0
66,MAST,ep,3992,399,0,0.0
66,wilcoxon,de,3992,96,88,0.9166666666666666
66,wilcoxon,dp,3992,90,74,0.8222222222222222
66,wilcoxon,dm,3992,83,68,0.8192771084337349
66,wilcoxon,db,3992,105,31,0.29523809523809524
66,wilcoxon,ee,3992,3219,39,0.012115563839701771
66,wilcoxon,ep,3992,399,8,0.020050125313283207
66,diffxpy,de,3992,96,95,0.9895833333333334
66,diffxpy,dp,3992,90,87,0.9666666666666667
66,diffxpy,dm,3992,83,81,0.9759036144578314
66,diffxpy,db,3992,105,54,0.5142857142857142
66,diffxpy,ee,3992,3219,30,0.009319664492078284
66,diffxpy,ep,3992,399,3,0.007518796992481203
66,DESeq2,de,3992,96,95,0.9895833333333334
66,DESeq2,dp,3992,90,89,0.9888888888888889
66,DESeq2,dm,3992,83,82,0.9879518072289156
66,DESeq2,db,3992,105,37,0.3523809523809524
66,DESeq2,ee,3992,3219,7,0.0021745883814849334
66,DESeq2,ep,3992,399,0,0.0
67,DUET,de,3995,100,91,0.91
67,DUET,dp,3995,107,76,0.7102803738317757
67,DUET,dm,3995,98,75,0.7653061224489796
67,DUET,db,3995,108,43,0.39814814814814814
67,DUET,ee,3995,3203,0,0.0
67,DUET,ep,3995,379,0,0.0
67,MAST,de,3995,100,91,0.91
67,MAST,dp,3995,107,76,0.7102803738317757
67,MAST,dm,3995,98,75,0.7653061224489796
67,MAST,db,3995,108,43,0.39814814814814814
67,MAST,ee,3995,3203,0,0.0
67,MAST,ep,3995,379,0,0.0
67,wilcoxon,de,3995,100,92,0.92
67,wilcoxon,dp,3995,107,88,0.822429906542056
67,wilcoxon,dm,3995,98,82,0.8367346938775511
67,wilcoxon,db,3995,108,50,0.46296296296296297
67,wilcoxon,ee,3995,3203,0,0.0
67,wilcoxon,ep,3995,379,0,0.0
67,diffxpy,de,3995,100,98,0.98
67,diffxpy,dp,3995,107,100,0.9345794392523364
67,diffxpy,dm,3995,98,95,0.9693877551020408
67,diffxpy,db,3995,108,81,0.75
67,diffxpy,ee,3995,3203,8,0.002497658445207618
67,diffxpy,ep,3995,379,1,0.002638522427440633
67,DESeq2,de,3995,100,100,1.0
67,DESeq2,dp,3995,107,102,0.9532710280373832
67,DESeq2,dm,3995,98,95,0.9693877551020408
67,DESeq2,db,3995,108,81,0.75
67,DESeq2,ee,3995,3203,4,0.001248829222603809
67,DESeq2,ep,3995,379,0,0.0
68,DUET,de,3993,114,105,0.9210526315789473
68,DUET,dp,3993,78,55,0.7051282051282052
68,DUET,dm,3993,98,68,0.6938775510204082
68,DUET,db,3993,101,21,0.2079207920792079
68,DUET,ee,3993,3208,0,0.0
68,DUET,ep,3993,394,0,0.0
68,MAST,de,3993,114,105,0.9210526315789473
68,MAST,dp,3993,78,55,0.7051282051282052
68,MAST,dm,3993,98,68,0.6938775510204082
68,MAST,db,3993,101,21,0.2079207920792079
68,MAST,ee,3993,3208,0,0.0
68,MAST,ep,3993,394,0,0.0
68,wilcoxon,de,3993,114,108,0.9473684210526315
68,wilcoxon,dp,3993,78,65,0.8333333333333334
68,wilcoxon,dm,3993,98,78,0.7959183673469388
68,wilcoxon,db,3993,101,26,0.25742574257425743
68,wilcoxon,ee,3993,3208,7,0.0021820448877805485
68,wilcoxon,ep,3993,394,0,0.0
68,diffxpy,de,3993,114,113,0.9912280701754386
68,diffxpy,dp,3993,78,77,0.9871794871794872
68,diffxpy,dm,3993,98,95,0.9693877551020408
68,diffxpy,db,3993,101,56,0.5544554455445545
68,diffxpy,ee,3993,3208,69,0.021508728179551122
68,diffxpy,ep,3993,394,10,0.025380710659898477
68,DESeq2,de,3993,114,113,0.9912280701754386
68,DESeq2,dp,3993,78,78,1.0
68,DESeq2,dm,3993,98,92,0.9387755102040817
68,DESeq2,db,3993,101,54,0.5346534653465347
68,DESeq2,ee,3993,3208,6,0.0018703241895261845
68,DESeq2,ep,3993,394,0,0.0
69,DUET,de,3970,85,69,0.8117647058823529
69,DUET,dp,3970,90,55,0.6111111111111112
69,DUET,dm,3970,78,49,0.6282051282051282
69,DUET,db,3970,104,26,0.25
69,DUET,ee,3970,3206,0,0.0
69,DUET,ep,3970,407,0,0.0
69,MAST,de,3970,85,69,0.8117647058823529
69,MAST,dp,3970,90,55,0.6111111111111112
69,MAST,dm,3970,78,49,0.6282051282051282
69,MAST,db,3970,104,26,0.25
69,MAST,ee,3970,3206,0,0.0
69,MAST,ep,3970,407,0,0.0
69,wilcoxon,de,3970,85,66,0.7764705882352941
69,wilcoxon,dp,3970,90,54,0.6
69,wilcoxon,dm,3970,78,53,0.6794871794871795
69,wilcoxon,db,3970,104,20,0.19230769230769232
69,wilcoxon,ee,3970,3206,0,0.0
69,wilcoxon,ep,3970,407,0,0.0
69,diffxpy,de,3970,85,81,0.9529411764705882
69,diffxpy,dp,3970,90,79,0.8777777777777778
69,diffxpy,dm,3970,78,71,0.9102564102564102
69,diffxpy,db,3970,104,50,0.4807692307692308
69,diffxpy,ee,3970,3206,16,0.004990642545227698
69,diffxpy,ep,3970,407,1,0.002457002457002457
69,DESeq2,de,3970,85,81,0.9529411764705882
69,DESeq2,dp,3970,90,87,0.9666666666666667
69,DESeq2,dm,3970,78,73,0.9358974358974359
69,DESeq2,db,3970,104,56,0.5384615384615384
69,DESeq2,ee,3970,3206,25,0.007797878976918278
69,DESeq2,ep,3970,407,4,0.009828009828009828
70,DUET,de,3995,109,104,0.9541284403669725
70,DUET,dp,3995,116,85,0.7327586206896551
70,DUET,dm,3995,80,66,0.825
70,DUET,db,3995,101,27,0.26732673267326734
70,DUET,ee,3995,3216,4,0.0012437810945273632
70,DUET,ep,3995,373,0,0.0
70,MAST,de,3995,109,104,0.9541284403669725
70,MAST,dp,3995,116,85,0.7327586206896551
70,MAST,dm,3995,80,66,0.825
70,MAST,db,3995,101,27,0.26732673267326734
70,MAST,ee,3995,3216,4,0.0012437810945273632
70,MAST,ep,3995,373,0,0.0
70,wilcoxon,de,3995,109,105,0.963302752293578
70,wilcoxon,dp,3995,116,95,0.8189655172413793
70,wilcoxon,dm,3995,80,70,0.875
70,wilcoxon,db,3995,101,48,0.4752475247524752
70,wilcoxon,ee,3995,3216,101,0.03140547263681592
70,wilcoxon,ep,3995,373,24,0.064343163538874
70,diffxpy,de,3995,109,109,1.0
70,diffxpy,dp,3995,116,106,0.9137931034482759
70,diffxpy,dm,3995,80,80,1.0
70,diffxpy,db,3995,101,84,0.8316831683168316
70,diffxpy,ee,3995,3216,86,0.026741293532338308
70,diffxpy,ep,3995,373,19,0.05093833780160858
70,DESeq2,de,3995,109,109,1.0
70,DESeq2,dp,3995,116,108,0.9310344827586207
70,DESeq2,dm,3995,80,78,0.975
70,DESeq2,db,3995,101,73,0.7227722772277227
70,DESeq2,ee,3995,3216,10,0.003109452736318408
70,DESeq2,ep,3995,373,0,0.0
71,DUET,de,3971,108,91,0.8425925925925926
71,DUET,dp,3971,94,57,0.6063829787234043
71,DUET,dm,3971,103,60,0.5825242718446602
71,DUET,db,3971,92,23,0.25
71,DUET,ee,3971,3205,0,0.0
71,DUET,ep,3971,369,0,0.0
71,MAST,de,3971,108,90,0.8333333333333334
71,MAST,dp,3971,94,57,0.6063829787234043
71,MAST,dm,3971,103,59,0.5728155339805825
71,MAST,db,3971,92,23,0.25
71,MAST,ee,3971,3205,0,0.0
71,MAST,ep,3971,369,0,0.0
71,wilcoxon,de,3971,108,90,0.8333333333333334
71,wilcoxon,dp,3971,94,60,0.6382978723404256
71,wilcoxon,dm,3971,103,68,0.6601941747572816
71,wilcoxon,db,3971,92,32,0.34782608695652173
71,wilcoxon,ee,3971,3205,0,0.0
71,wilcoxon,ep,3971,369,0,0.0
71,diffxpy,de,3971,108,108,1.0
71,diffxpy,dp,3971,94,85,0.9042553191489362
71,diffxpy,dm,3971,103,95,0.9223300970873787
71,diffxpy,db,3971,92,75,0.8152173913043478
71,diffxpy,ee,3971,3205,12,0.00374414976599064
71,diffxpy,ep,3971,369,2,0.005420054200542005
71,DESeq2,de,3971,108,108,1.0
71,DESeq2,dp,3971,94,91,0.9680851063829787
71,DESeq2,dm,3971,103,100,0.970873786407767
71,DESeq2,db,3971,92,76,0.8260869565217391
71,DESeq2,ee,3971,3205,26,0.008112324492979718
71,DESeq2,ep,3971,369,4,0.01084010840108401
72,DUET,de,3988,106,90,0.8490566037735849
72,DUET,dp,3988,118,74,0.6271186440677966
72,DUET,dm,3988,108,58,0.5370370370370371
72,DUET,db,3988,107,19,0.17757009345794392
72,DUET,ee,3988,3150,0,0.0
72,DUET,ep,3988,399,0,0.0
72,MAST,de,3988,106,90,0.8490566037735849
72,MAST,dp,3988,118,74,0.6271186440677966
72,MAST,dm,3988,108,58,0.5370370370370371
72,MAST,db,3988,107,19,0.17757009345794392
72,MAST,ee,3988,3150,0,0.0
72,MAST,ep,3988,399,0,0.0
72,wilcoxon,de,3988,106,87,0.8207547169811321
72,wilcoxon,dp,3988,118,82,0.6949152542372882
72,wilcoxon,dm,3988,108,64,0.5925925925925926
72,wilcoxon,db,3988,107,36,0.3364485981308411
72,wilcoxon,ee,3988,3150,0,0.0
72,wilcoxon,ep,3988,399,0,0.0
72,diffxpy,de,3988,106,104,0.9811320754716981
72,diffxpy,dp,3988,118,109,0.923728813559322
72,diffxpy,dm,3988,108,96,0.8888888888888888
72,diffxpy,db,3988,107,65,0.6074766355140186
72,diffxpy,ee,3988,3150,16,0.005079365079365079
72,diffxpy,ep,3988,399,0,0.0
72,DESeq2,de,3988,106,106,1.0
72,DESeq2,dp,3988,118,115,0.9745762711864406
72,DESeq2,dm,3988,108,105,0.9722222222222222
72,DESeq2,db,3988,107,56,0.5233644859813084
72,DESeq2,ee,3988,3150,25,0.007936507936507936
72,DESeq2,ep,3988,399,4,0.010025062656641603
73,DUET,de,3994,104,94,0.9038461538461539
73,DUET,dp,3994,102,76,0.7450980392156863
73,DUET,dm,3994,89,66,0.7415730337078652
73,DUET,db,3994,96,43,0.4479166666666667
73,DUET,ee,3994,3172,0,0.0
73,DUET,ep,3994,431,0,0.0
73,MAST,de,3994,104,94,0.9038461538461539
73,MAST,dp,3994,102,76,0.7450980392156863
73,MAST,dm,3994,89,66,0.7415730337078652
73,MAST,db,3994,96,43,0.4479166666666667
73,MAST,ee,3994,3172,0,0.0
73,MAST,ep,3994,431,0,0.0
73,wilcoxon,de,3994,104,98,0.9423076923076923
73,wilcoxon,dp,3994,102,81,0.7941176470588235
73,wilcoxon,dm,3994,89,75,0.8426966292134831
73,wilcoxon,db,3994,96,49,0.5104166666666666
73,wilcoxon,ee,3994,3172,0,0.0
73,wilcoxon,ep,3994,431,0,0.0
73,diffxpy,de,3994,104,102,0.9807692307692307
73,diffxpy,dp,3994,102,100,0.9803921568627451
73,diffxpy,dm,3994,89,84,0.9438202247191011
73,diffxpy,db,3994,96,80,0.8333333333333334
73,diffxpy,ee,3994,3172,115,0.0362547288776797
73,diffxpy,ep,3994,431,12,0.027842227378190254
73,DESeq2,de,3994,104,103,0.9903846153846154
73,DESeq2,dp,3994,102,100,0.9803921568627451
73,DESeq2,dm,3994,89,87,0.9775280898876404
73,DESeq2,db,3994,96,56,0.5833333333333334
73,DESeq2,ee,3994,3172,2,0.0006305170239596469
73,DESeq2,ep,3994,431,1,0.002320185614849188
74,DUET,de,3988,103,89,0.8640776699029126
74,DUET,dp,3988,88,56,0.6363636363636364
74,DUET,dm,3988,105,66,0.6285714285714286
74,DUET,db,3988,116,11,0.09482758620689655
74,DUET,ee,3988,3176,0,0.0
74,DUET,ep,3988,400,0,0.0
74,MAST,de,3988,103,89,0.8640776699029126
74,MAST,dp,3988,88,56,0.6363636363636364
74,MAST,dm,3988,105,66,0.6285714285714286
74,MAST,db,3988,116,11,0.09482758620689655
74,MAST,ee,3988,3176,0,0.0
74,MAST,ep,3988,400,0,0.0
74,wilcoxon,de,3988,103,87,0.8446601941747572
74,wilcoxon,dp,3988,88,62,0.7045454545454546
74,wilcoxon,dm,3988,105,74,0.7047619047619048
74,wilcoxon,db,3988,116,24,0.20689655172413793
74,wilcoxon,ee,3988,3176,3,0.0009445843828715365
74,wilcoxon,ep,3988,400,1,0.0025
74,diffxpy,de,3988,103,100,0.970873786407767
74,diffxpy,dp,3988,88,83,0.9431818181818182
74,diffxpy,dm,3988,105,98,0.9333333333333333
74,diffxpy,db,3988,116,55,0.47413793103448276
74,diffxpy,ee,3988,3176,7,0.002204030226700252
74,diffxpy,ep,3988,400,1,0.0025
74,DESeq2,de,3988,103,102,0.9902912621359223
74,DESeq2,dp,3988,88,84,0.9545454545454546
74,DESeq2,dm,3988,105,102,0.9714285714285714
74,DESeq2,db,3988,116,58,0.5
74,DESeq2,ee,3988,3176,22,0.0069269521410579345
74,DESeq2,ep,3988,400,2,0.005
75,DUET,de,3962,104,88,0.8461538461538461
75,DUET,dp,3962,96,54,0.5625
75,DUET,dm,3962,114,74,0.6491228070175439
75,DUET,db,3962,91,14,0.15384615384615385
75,DUET,ee,3962,3121,0,0.0
75,DUET,ep,3962,436,0,0.0
75,MAST,de,3962,104,88,0.8461538461538461
75,MAST,dp,3962,96,54,0.5625
75,MAST,dm,3962,114,74,0.6491228070175439
75,MAST,db,3962,91,14,0.15384615384615385
75,MAST,ee,3962,3121,0,0.0
75,MAST,ep,3962,436,0,0.0
75,wilcoxon,de,3962,104,90,0.8653846153846154
75,wilcoxon,dp,3962,96,59,0.6145833333333334
75,wilcoxon,dm,3962,114,82,0.7192982456140351
75,wilcoxon,db,3962,91,16,0.17582417582417584
75,wilcoxon,ee,3962,3121,0,0.0
75,wilcoxon,ep,3962,436,0,0.0
75,diffxpy,de,3962,104,102,0.9807692307692307
75,diffxpy,dp,3962,96,89,0.9270833333333334
75,diffxpy,dm,3962,114,105,0.9210526315789473
75,diffxpy,db,3962,91,53,0.5824175824175825
