tag,input,engine,mast_input,ebayes,method,design,threads,run,warmup,cpu_load_before,contaminated,shared_machine,cpus,started,process,stage,elapsed_s,cpu_s,peak_rss_mb,rheap_mb,os_peak_wset_mb,os_peak_private_mb,baseline_rss_mb,delta_rss_mb,returncode,errors,info,background_cpu_mean,background_cpu_max,sampler_errors
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,export,read,0.031,0.031,309.00390625,,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,export,export,0.247,2.297,428.5390625,,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,export,TOTAL_PROCESS,1.484605073928833,3.46875,428.5390625,,428.68359375,387.37890625,160.6015625,267.9375,0.0,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,read,3.28,3.25,1113.9921875,893.5,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,singlecellassay,0.06,0.04,1117.26171875,939.7,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,zlm,88.6,88.27,2754.68359375,2799.6,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,lrtest,81.36,80.28,2537.2421875,2390.1,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,assemble,0.47,0.47,1788.19140625,1284.0,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,write,0.03,0.03,1415.828125,907.1,,,,,,,,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,R,TOTAL_PROCESS,179.8647940158844,178.171875,2754.68359375,,2740.0546875,2786.1875,721.4453125,2033.23828125,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_5000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.4,False,True,0-15,1789320060.7390926,ALL,TOTAL_RUN,181.34939908981323,181.640625,2754.68359375,,2740.0546875,2786.1875,160.6015625,2033.23828125,0.0,,,9.7,11.428125,
grid,cells_10000_g8000,duet,,,,condition,1,1,True,8.1,False,True,0-15,1789320244.1110444,duet,read,0.053,0.062,434.01171875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,1,True,8.1,False,True,0-15,1789320244.1110444,duet,fit_test,0.309,0.297,644.72265625,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,1,True,8.1,False,True,0-15,1789320244.1110444,duet,write,0.084,0.078,327.15625,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,1,True,8.1,False,True,0-15,1789320244.1110444,duet,TOTAL_PROCESS,1.895557403564453,1.8125,644.72265625,,658.62890625,612.31640625,208.33203125,436.390625,0.0,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,1,True,8.1,False,True,0-15,1789320244.1110444,ALL,TOTAL_RUN,1.895557403564453,1.8125,644.72265625,,658.62890625,612.31640625,208.33203125,436.390625,0.0,,,9.9,9.9,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,export,read,0.051,0.047,411.1953125,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,export,export,0.528,4.469,682.41796875,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,export,TOTAL_PROCESS,1.7980942726135254,5.640625,682.41796875,,682.59765625,641.08984375,189.671875,492.74609375,0.0,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,read,5.7,5.57,1530.57421875,1309.3,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,singlecellassay,0.06,0.07,1533.9765625,1356.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,zlm,163.13,162.48,4669.44140625,4714.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,lrtest,155.25,154.05,3319.4453125,3260.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,assemble,0.49,0.47,1845.93359375,1701.4,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,write,0.05,0.06,1846.03125,1324.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,R,TOTAL_PROCESS,330.77852869033813,328.65625,4669.44140625,,4659.87890625,4715.37109375,722.328125,3947.11328125,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.4,False,True,0-15,1789320248.01307,ALL,TOTAL_RUN,332.57662296295166,334.296875,4669.44140625,,4659.87890625,4715.37109375,189.671875,3947.11328125,0.0,,,9.7,12.575,
grid,cells_10000_g8000,duet,,,,condition,1,2,False,3.8,False,True,0-15,1789320582.623466,duet,read,0.056,0.062,427.16796875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,2,False,3.8,False,True,0-15,1789320582.623466,duet,fit_test,0.311,0.312,644.4453125,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,2,False,3.8,False,True,0-15,1789320582.623466,duet,write,0.086,0.078,327.91796875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,2,False,3.8,False,True,0-15,1789320582.623466,duet,TOTAL_PROCESS,1.9548726081848145,1.84375,644.4453125,,658.3671875,611.92578125,198.74609375,445.69921875,0.0,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,2,False,3.8,False,True,0-15,1789320582.623466,ALL,TOTAL_RUN,1.9548726081848145,1.84375,644.4453125,,658.3671875,611.92578125,198.74609375,445.69921875,0.0,,,7.2,7.2,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,export,read,0.053,0.047,401.97265625,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,export,export,0.488,4.125,681.48828125,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,export,TOTAL_PROCESS,1.7717747688293457,5.359375,681.48828125,,681.66796875,640.14453125,162.92578125,518.5625,0.0,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,read,5.69,5.52,1530.46875,1309.3,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,singlecellassay,0.06,0.04,1534.28125,1356.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,zlm,166.77,166.04,4674.84765625,4714.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,lrtest,152.88,151.45,3319.16796875,3260.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,assemble,0.47,0.44,2208.1796875,1701.4,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,write,0.03,0.03,1694.96875,1324.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,R,TOTAL_PROCESS,331.97212743759155,329.546875,4674.84765625,,4660.23828125,4715.80078125,722.7421875,3952.10546875,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,2,False,5.3,False,True,0-15,1789320586.5965776,ALL,TOTAL_RUN,333.7439022064209,334.90625,4674.84765625,,4660.23828125,4715.80078125,162.92578125,3952.10546875,0.0,,,8.4,52.884375000000006,
grid,cells_10000_g8000,duet,,,,condition,1,3,False,5.5,False,True,0-15,1789320922.373983,duet,read,0.052,0.047,437.3046875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,3,False,5.5,False,True,0-15,1789320922.373983,duet,fit_test,0.303,0.281,644.5703125,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,3,False,5.5,False,True,0-15,1789320922.373983,duet,write,0.082,0.078,327.2421875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,3,False,5.5,False,True,0-15,1789320922.373983,duet,TOTAL_PROCESS,1.8657557964324951,1.71875,644.5703125,,658.25,611.73046875,217.296875,427.2734375,0.0,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,3,False,5.5,False,True,0-15,1789320922.373983,ALL,TOTAL_RUN,1.8657557964324951,1.71875,644.5703125,,658.25,611.73046875,217.296875,427.2734375,0.0,,,8.7,8.7,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,export,read,0.054,0.062,409.4375,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,export,export,0.479,4.016,681.921875,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,export,TOTAL_PROCESS,1.6948885917663574,5.109375,681.921875,,682.05859375,640.74609375,189.921875,492.0,0.0,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,read,5.63,5.58,1530.296875,1309.3,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,singlecellassay,0.06,0.06,1533.5703125,1356.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,zlm,165.06,163.65,4672.234375,4714.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,lrtest,152.13,150.4,3320.33984375,3260.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,assemble,0.46,0.46,2202.9921875,1701.4,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,write,0.03,0.05,1844.6484375,1324.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,R,TOTAL_PROCESS,329.3369665145874,326.0625,4672.234375,,4657.625,4713.57421875,721.90234375,3950.33203125,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,3,False,4.1,False,True,0-15,1789320926.2484434,ALL,TOTAL_RUN,331.03185510635376,331.171875,4672.234375,,4657.625,4713.57421875,189.921875,3950.33203125,0.0,,,8.3,12.825,
grid,cells_10000_g8000,duet,,,,condition,1,4,False,3.9,False,True,0-15,1789321259.3127346,duet,read,0.052,0.047,429.26171875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,4,False,3.9,False,True,0-15,1789321259.3127346,duet,fit_test,0.298,0.281,644.59375,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,4,False,3.9,False,True,0-15,1789321259.3127346,duet,write,0.081,0.078,327.046875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,4,False,3.9,False,True,0-15,1789321259.3127346,duet,TOTAL_PROCESS,1.7969424724578855,1.765625,644.59375,,658.26953125,611.61328125,195.421875,449.171875,0.0,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,4,False,3.9,False,True,0-15,1789321259.3127346,ALL,TOTAL_RUN,1.7969424724578855,1.765625,644.59375,,658.26953125,611.61328125,195.421875,449.171875,0.0,,,9.2,9.2,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,export,read,0.05,0.047,405.52734375,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,export,export,0.485,4.328,681.1875,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,export,TOTAL_PROCESS,1.70013689994812,5.46875,681.1875,,681.1953125,639.8515625,167.64453125,513.54296875,0.0,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,read,5.68,5.57,1530.12890625,1309.3,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,singlecellassay,0.05,0.05,1533.8984375,1356.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,zlm,163.93,162.77,4674.15234375,4714.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,lrtest,148.5,147.23,3322.6484375,3260.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,assemble,0.47,0.46,1847.46484375,1701.4,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,write,0.05,0.03,1847.5390625,1324.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,R,TOTAL_PROCESS,324.6478519439697,322.078125,4674.15234375,,4659.5390625,4715.9609375,722.609375,3951.54296875,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,4,False,2.7,False,True,0-15,1789321263.1154313,ALL,TOTAL_RUN,326.34798884391785,327.546875,4674.15234375,,4659.5390625,4715.9609375,167.64453125,3951.54296875,0.0,,,9.1,10.371875,
grid,cells_10000_g8000,duet,,,,condition,1,5,False,6.1,False,True,0-15,1789321591.4981642,duet,read,0.051,0.047,436.8125,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,5,False,6.1,False,True,0-15,1789321591.4981642,duet,fit_test,0.295,0.281,651.48828125,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,5,False,6.1,False,True,0-15,1789321591.4981642,duet,write,0.09,0.094,327.55859375,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,5,False,6.1,False,True,0-15,1789321591.4981642,duet,TOTAL_PROCESS,1.8149755001068115,1.765625,651.48828125,,658.73828125,612.35546875,208.265625,443.22265625,0.0,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,5,False,6.1,False,True,0-15,1789321591.4981642,ALL,TOTAL_RUN,1.8149755001068115,1.765625,651.48828125,,658.73828125,612.35546875,208.265625,443.22265625,0.0,,,7.7,7.7,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,export,read,0.05,0.047,419.765625,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,export,export,0.481,4.359,682.10546875,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,export,TOTAL_PROCESS,1.6731839179992676,5.5,682.10546875,,682.234375,640.83203125,162.06640625,520.0390625,0.0,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,read,5.57,5.43,1529.90625,1309.3,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,singlecellassay,0.04,0.06,1533.703125,1356.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,zlm,162.25,161.05,4674.08984375,4714.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,lrtest,146.5,144.65,3321.49609375,3260.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,assemble,0.45,0.47,1847.0703125,1701.4,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,write,0.03,0.04,1847.15625,1324.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,R,TOTAL_PROCESS,320.79389667510986,317.546875,4674.08984375,,4659.48046875,4715.32421875,722.1015625,3951.98828125,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,5,False,4.6,False,True,0-15,1789321595.32025,ALL,TOTAL_RUN,322.4670805931092,323.046875,4674.08984375,,4659.48046875,4715.32421875,162.06640625,3951.98828125,0.0,,,8.8,18.825,
grid,cells_10000_g8000,duet,,,,condition,1,6,False,5.1,False,True,0-15,1789321919.8218174,duet,read,0.051,0.062,429.89453125,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,6,False,5.1,False,True,0-15,1789321919.8218174,duet,fit_test,0.289,0.266,645.06640625,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,6,False,5.1,False,True,0-15,1789321919.8218174,duet,write,0.081,0.078,328.07421875,,,,,,,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,6,False,5.1,False,True,0-15,1789321919.8218174,duet,TOTAL_PROCESS,1.8086605072021484,1.65625,645.06640625,,658.74609375,612.1640625,188.0234375,457.04296875,0.0,,,,,
grid,cells_10000_g8000,duet,,,,condition,1,6,False,5.1,False,True,0-15,1789321919.8218174,ALL,TOTAL_RUN,1.8086605072021484,1.65625,645.06640625,,658.74609375,612.1640625,188.0234375,457.04296875,0.0,,,13.3,13.3,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,export,read,0.051,0.047,419.99609375,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,export,export,0.504,4.484,681.19921875,,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,export,TOTAL_PROCESS,1.801896333694458,5.75,681.19921875,,681.37890625,640.19921875,159.5625,521.63671875,0.0,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,read,5.59,5.47,1530.53125,1309.3,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,singlecellassay,0.05,0.05,1534.0625,1356.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,zlm,155.87,155.56,4671.1328125,4714.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,lrtest,142.8,141.98,3324.9765625,3260.8,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,assemble,0.45,0.47,1846.75,1701.4,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,write,0.05,0.03,1846.80859375,1324.9,,,,,,,,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,R,TOTAL_PROCESS,310.80874395370483,309.5625,4671.1328125,,4656.53125,4712.234375,722.82421875,3948.30859375,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_10000_g8000,mast,dense,True,bayesglm,condition,1,6,False,7.6,False,True,0-15,1789321923.6372554,ALL,TOTAL_RUN,312.6106402873993,315.3125,4671.1328125,,4656.53125,4712.234375,159.5625,3948.30859375,0.0,,,12.2,15.028125,
grid,cells_25000_g8000,duet,,,,condition,1,1,True,4.7,False,True,0-15,1789322238.2811377,duet,read,0.113,0.125,692.2890625,,,,,,,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,1,True,4.7,False,True,0-15,1789322238.2811377,duet,fit_test,0.685,0.672,1326.859375,,,,,,,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,1,True,4.7,False,True,0-15,1789322238.2811377,duet,write,0.082,0.094,502.1484375,,,,,,,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,1,True,4.7,False,True,0-15,1789322238.2811377,duet,TOTAL_PROCESS,2.2479240894317627,2.203125,1326.859375,,1361.82421875,1316.16796875,187.35546875,1139.50390625,0.0,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,1,True,4.7,False,True,0-15,1789322238.2811377,ALL,TOTAL_RUN,2.2479240894317627,2.203125,1326.859375,,1361.82421875,1316.16796875,187.35546875,1139.50390625,0.0,,,6.5625,8.0,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,export,read,0.114,0.109,600.7734375,,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,export,export,1.196,10.016,1447.01171875,,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,export,TOTAL_PROCESS,2.4834630489349365,11.28125,1447.01171875,,1447.01171875,1405.80859375,160.84765625,1286.1640625,0.0,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,read,11.63,11.56,2783.04296875,2562.7,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,singlecellassay,0.05,0.06,2787.7734375,2611.2,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,zlm,357.76,358.2,10460.9140625,10495.3,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,lrtest,327.52,326.74,7031.31640625,6953.3,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,assemble,0.46,0.45,3272.1484375,2957.1,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,write,0.04,0.05,3040.86328125,2581.4,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,R,TOTAL_PROCESS,703.3895347118378,702.984375,10460.9140625,,10446.3125,10530.390625,722.5546875,9738.359375,0.0,,assay class after SingleCellAssay: matrix,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,1,True,4.3,False,True,0-15,1789322242.5358503,ALL,TOTAL_RUN,705.8729977607727,714.265625,10460.9140625,,10446.3125,10530.390625,160.84765625,9738.359375,0.0,,,6.145142416545719,52.26875,
grid,cells_25000_g8000,duet,,,,condition,1,2,False,6.3,False,True,0-15,1789322950.4741635,duet,read,0.116,0.125,626.83984375,,,,,,,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,2,False,6.3,False,True,0-15,1789322950.4741635,duet,fit_test,0.684,0.672,1326.3515625,,,,,,,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,2,False,6.3,False,True,0-15,1789322950.4741635,duet,write,0.083,0.094,489.37890625,,,,,,,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,2,False,6.3,False,True,0-15,1789322950.4741635,duet,TOTAL_PROCESS,2.307302236557007,2.1875,1326.3515625,,1361.3203125,1315.8046875,196.94921875,1129.40234375,0.0,,,,,
grid,cells_25000_g8000,duet,,,,condition,1,2,False,6.3,False,True,0-15,1789322950.4741635,ALL,TOTAL_RUN,2.307302236557007,2.1875,1326.3515625,,1361.3203125,1315.8046875,196.94921875,1129.40234375,0.0,,,7.962499999999999,11.7,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,export,read,0.117,0.125,665.640625,,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,export,export,1.284,10.75,1446.55078125,,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,export,TOTAL_PROCESS,2.5428590774536133,11.953125,1446.55078125,,1446.55859375,1405.26171875,162.42578125,1284.125,0.0,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,read,11.62,11.45,2783.19921875,2562.7,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,singlecellassay,0.06,0.05,2788.2890625,2611.2,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,zlm,363.38,364.6,10459.53125,10495.3,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,lrtest,337.25,336.07,7032.91015625,6953.3,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,assemble,0.47,0.47,3548.9296875,2957.1,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,write,0.05,0.03,3041.4140625,2581.4,,,,,,,,,,
grid,cells_25000_g8000,mast,dense,True,bayesglm,condition,1,2,False,4.5,False,True,0-15,1789322954.7896109,R,TOTAL_PROCESS,718.9368057250977,718.53125,10459.53125,,10444.68359375,10529.1796875,722.3671875,9737.1640625,0.0,,assay class after SingleCellAssay: matrix,,,
